id,first_name,last_name,email,registration_date,is_active,address,phone_number
0f9e06ed-eec4-430c-9b0c-63d9755d8519,Панфил,Агафонова,gostomisl1990@ao.biz,2022-03-27,True,"клх Юрьевец (Иван.), алл. Мостовая, д. 149 к. 9, 768400",89616291741
f83b1854-5383-41dd-9176-62e68e52566c,Вероника,Игнатьев,lavrenti_29@ooo.biz,2021-01-26,True,"с. Орел, алл. Декабристов, д. 251 к. 5, 754558",8 138 330 9354
41b49669-40df-468f-9b0a-3653750994fa,Автоном,Носкова,nosovadarja@yandex.ru,2021-08-03,True,"ст. Верхний Тагил, наб. Владимирская, д. 9/9 стр. 50, 720791",81605649375
be83514b-5982-4de5-842e-0915442f8d94,Артем,Лобанов,ereme_1990@yahoo.com,2025-03-12,True,"с. Чайковский, пр. Высотный, д. 1/4 стр. 8, 988566",8 (824) 321-03-14
8d3b1fa7-58d4-4d2d-990f-10426d31c375,Аггей,Субботин,ekirillova@gosudarstvennaja.ru,2025-02-03,True,"клх Валаам, ш. Кузнецова, д. 4, 290628",+7 620 336 54 12
4a8621a9-39b1-44e0-9d24-29a7ceb42f6c,Софон,Калашников,tarasfilippov@beljakova.biz,2021-06-28,True,"клх Горячий Ключ, пр. Украинский, д. 822 к. 9, 798674",8 478 716 3018
95216341-c5f5-40ac-b998-7cf6696c568d,Александр,Шестакова,blohinizmail@mail.ru,2023-09-15,True,"п. Нарткала, пер. Восточный, д. 4/6, 596561",86515198524
6019d561-afcb-4cc7-9cc6-01859097f62e,Митофан,Захаров,ksenija_00@tek.edu,2021-07-31,True,"к. Ухта, наб. Короткая, д. 9/6 к. 757, 725612",+75123914924
86e02b3f-d048-4ba8-8110-43c4731138b2,Борис,Кабанова,marina98@oao.edu,2022-11-30,True,"г. Егорьевск, пр. Воровского, д. 3 к. 76, 423336",8 (555) 450-9120
2d80bf71-e196-4fc9-afca-d488de957ab8,Максимильян,Михайлов,sevastjan_1985@yandex.ru,2024-02-16,True,"д. Палана, пр. Украинский, д. 80 к. 37, 632932",+7 (674) 094-63-01
0add6d94-b99c-4b6c-84c9-e229a815026d,Селиверст,Комиссарова,trifon_2005@yahoo.com,2021-12-17,True,"п. Сузун, пер. Минина, д. 6, 316292",8 811 498 3558
5555834d-696c-4f29-b480-e032f8c7042a,Бажен,Сидоров,karp_26@ip.biz,2024-04-06,False,"п. Диксон, пр. Иркутский, д. 7/9, 094304",8 (266) 373-52-28
63515293-b5c0-4f67-8323-ec442a82e901,Елизавета,Одинцова,nekrasovonufri@yahoo.com,2024-08-04,True,"д. Краснотурьинск, алл. Солнечная, д. 575 стр. 548, 454608",8 642 972 48 35
fdac6ae6-24bc-42ce-8159-4cc1259a4657,Всемил,Ильина,irakli_53@rambler.ru,2022-03-03,True,"д. Боровск, бул. Проточный, д. 23 стр. 9, 858532",8 (239) 208-10-45
c7321c93-dcc0-4f3c-979d-0758d3341a4b,Викторин,Дьячков,gleb26@yandex.ru,2021-07-13,True,"с. Певек, пр. 60 лет СССР, д. 971 к. 344, 219386",8 (586) 382-32-51
077020b4-37a7-4356-ae8c-2e07c61750b9,Кондратий,Власова,blinovaemilija@oao.org,2021-09-28,True,"г. Барнаул, бул. Интернациональный, д. 6/3 стр. 4/5, 619965",+78737803631
1f3fc480-d633-4a72-986b-94455d74533d,Кира,Данилов,aleksandrovaelena@tagras.edu,2021-01-04,True,"д. Кировск (Ленин.), бул. Невского, д. 7/9 стр. 951, 838362",+7 139 788 22 17
84e6249a-cfbe-4623-bc04-c4932950b37f,Исай,Данилов,asobolev@npo.edu,2025-02-19,True,"с. Беслан, бул. Р.Люксембург, д. 5 к. 379, 319412",8 204 914 8965
2be21ed5-b1ad-4843-8d9c-a4654bf8a9a1,Карп,Лыткина,kalininserafim@ip.com,2025-01-08,True,"ст. Сарапул, ш. Гвардейское, д. 926 к. 1, 560475",+7 629 143 26 11
01fd91e6-95b8-48d0-a3b1-abaff72b024e,Никанор,Никонов,markovfedosi@mail.ru,2023-06-20,True,"г. Верхний Баскунчак, алл. Кленовая, д. 940, 709607",8 213 862 09 11
3dc7de29-1595-4465-8388-e9dde122af0b,Доброслав,Носкова,dmitrievamvrosi@gmail.com,2023-11-21,True,"к. Мичуринск, пер. Краснофлотский, д. 256 к. 3/7, 701677",+7 (492) 830-8810
35bda8d5-1436-4f4d-aa02-97f806970457,Святополк,Алексеев,nazarovantip@rao.info,2023-06-30,True,"ст. Старый Оскол, бул. Автомобилистов, д. 50 к. 5/7, 711357",+7 (376) 163-31-07
b4a583a8-c6c6-4459-ace2-e0d01780eb27,Савелий,Кудрявцев,petuhovamilitsa@uvarov.info,2021-02-05,True,"с. Кедровый, пер. Новый, д. 750, 881567",84389411836
caa5c29e-3875-4a52-9c84-5edf89bd3b44,Оксана,Селезнева,ermola1998@zao.edu,2024-10-19,True,"клх Александров, ул. 8 Марта, д. 4/6, 126275",+7 (879) 454-5139
ed79f44d-bc96-49a7-a9dd-f712e538ffa8,Савва,Волкова,rusakovpankrat@tarasova.ru,2021-08-11,True,"п. Кизел, пр. Новостройка, д. 1, 141610",8 (952) 051-69-06
c5771eda-4ada-48e9-b043-490e2f8faff3,Федот,Беляева,averjan02@mosoblgaz.biz,2021-01-17,True,"ст. Курганинск, ш. Колхозное, д. 963 к. 45, 958526",8 (789) 451-83-37
45c44885-69b8-4686-b102-0d709d6d3317,Амос,Борисов,wsimonov@hotmail.com,2024-04-14,True,"д. Мостовской, ш. Монтажников, д. 848 к. 9/6, 872156",+7 (224) 253-61-14
461812fa-d4af-4495-9b39-8189b470b752,Мстислав,Беляев,taras_1990@mosmetrostro.biz,2023-01-16,True,"ст. Аргаяш, пер. Ермака, д. 9/7 стр. 3/8, 645931",83240071010
36d27f40-e1d9-4710-8569-b8f959beb449,Варфоломей,Савин,jan17@hotmail.com,2021-10-28,True,"к. Тюмень, ш. Спортивное, д. 7/8 стр. 7/4, 741851",+7 (298) 231-91-88
cf18b487-0342-4a1a-aa01-a2cdf6045304,Гремислав,Моисеев,sermakov@ip.biz,2022-06-24,False,"д. Омск, пр. Станиславского, д. 5/4 стр. 10, 403708",8 (744) 819-5813
d0eb51cd-c3f2-49f5-a32e-5cf614f5e59a,Евсей,Гурьева,wvinogradov@gmail.com,2021-03-31,True,"клх Яхрома, пр. Специалистов, д. 6 стр. 9, 221607",+7 (154) 884-0857
c5b032a4-c3da-4828-a061-648c2c755fc5,Людмила,Панов,vorontsovafaina@oao.net,2021-01-03,True,"д. Гремячинск (Перм.), наб. Бригадная, д. 4 к. 1/9, 544204",8 (733) 041-85-42
e34163c3-9258-44c6-9f50-8443450b70b4,Корнил,Орехов,afanasibogdanov@argos.biz,2023-03-17,True,"п. Сортавала, ш. Герцена, д. 2/9, 295598",8 542 679 13 77
cbcb372e-1622-4a18-b0bc-b0427005ad7a,Семен,Калинина,svjatoslav1973@zao.net,2024-06-09,True,"д. Златоуст, ул. Репина, д. 21 к. 21, 390639",81927892534
209e9ebc-eac8-41f4-902c-f0b800bcc934,Афанасий,Абрамов,tarasovizot@ooo.edu,2021-11-14,True,"п. Хасавюрт, пр. Абрикосовый, д. 56 стр. 6/2, 360612",8 771 542 3729
dc2200c6-9cd5-4f34-9328-8cdbc5c74e1e,Викторин,Тарасова,sidor_76@oao.com,2022-10-31,True,"п. Подольск, ш. Осенное, д. 311 стр. 21, 679435",+7 869 750 16 08
a5425065-ced4-4d1b-8548-0db4d8b17bbc,Поликарп,Ларионов,nsidorov@mail.ru,2023-07-19,False,"п. Набережные Челны, ш. Попова, д. 2/9 стр. 42, 240574",+7 (727) 010-03-64
1a7ad101-277d-4ce7-879d-81e4074f16f8,Савелий,Терентьева,guljaevamarfa@yandex.ru,2021-12-05,True,"к. Углегорск, наб. Шмидта, д. 24 к. 945, 608218",+7 399 900 8827
19831906-5eca-49d4-bc63-db801fddbb94,Азарий,Сысоева,ykapustin@mail.ru,2024-01-25,True,"п. Томари, пр. Полтавский, д. 271, 300040",8 (576) 413-7959
1a69c22e-44f0-4153-8f65-76140cc94ca3,Натан,Яковлева,jaroslav_67@yahoo.com,2022-05-21,True,"с. Нефедова, пер. Таманский, д. 5 стр. 947, 526080",+7 (145) 861-7437
4aa3732d-47ad-42df-ae4c-6f797a8cb193,Аггей,Блохина,zatsevaklavdija@gmail.com,2021-10-14,True,"д. Моршанск, пр. Гражданский, д. 4, 252374",+78784993843
64352af5-5f32-43de-a070-a78a10243a99,Севастьян,Голубев,ruslan2001@zao.net,2025-01-24,True,"клх Сладково, бул. Петровский, д. 900, 593345",+7 513 133 5884
36c8f503-b067-49b3-b060-79a4f5a88361,Валентин,Евсеев,gremislav_1990@gmail.com,2022-11-18,True,"г. Алапаевск, пр. Чернышевского, д. 2, 718457",8 (651) 050-3359
a2c76926-d309-4bfc-b8c6-a9e1ec0ffea7,Филипп,Брагин,veniamin36@oao.net,2021-07-04,False,"к. Воронеж, пр. Пушкина, д. 117 стр. 9, 163010",+7 (692) 833-07-34
df0f55fc-f90f-4dff-8e17-dc91c8289358,Самуил,Лыткина,eduard1987@rambler.ru,2024-04-30,True,"д. Подольск, ул. Тополиная, д. 595, 750523",+7 (316) 963-0180
719cbd17-ba23-45b8-95f5-697cd131d2ff,Ювеналий,Евсеев,olimpiada2012@npo.biz,2023-02-15,True,"д. Усть-Баргузин, ул. Жукова, д. 9 стр. 693, 840004",8 796 648 03 43
01e26a1c-d80c-4dc3-9ec2-699180a09fff,Святослав,Кулакова,mokedjachkov@npo.edu,2023-01-30,True,"ст. Минеральные Воды, пр. Кавказский, д. 810 к. 3, 374212",+7 (479) 757-73-93
6ebb1655-06e6-46cd-8943-265f4880f264,Назар,Артемьева,grishinsemen@rambler.ru,2020-10-03,True,"п. Серов, наб. Нижняя, д. 285 стр. 3, 018171",+7 (430) 432-54-99
9f3a82a9-feac-4985-b2c4-70bf488d366c,Светозар,Степанова,mironovterenti@oao.net,2023-07-26,False,"к. Усть-Камчатск, бул. 30 лет Победы, д. 3/6 к. 317, 024404",8 314 032 92 96
97b0cbbb-1aa1-4ca4-83fa-ebe847e7edb1,Касьян,Лукина,morozovairina@rao.ru,2024-05-30,True,"д. Катайск, ул. Донская, д. 7/6, 321710",+7 (083) 997-52-05
b6bb64ff-8512-4b10-a901-6a23f657e514,Казимир,Тихонова,gleb_1973@gavrilova.ru,2021-03-07,True,"г. Мценск, бул. Металлистов, д. 423 к. 1/3, 120077",+7 679 253 27 25
ac3dafb2-7b41-42ec-bd7f-2f42b0c517d0,Ярополк,Ефремов,milovan2019@gruppa.biz,2021-02-20,False,"клх Белокуриха, алл. Коммунаров, д. 15 стр. 673, 440860",8 292 220 4928
6a8df027-ec3b-4da5-b065-57774d1109b2,Октябрина,Суворов,agge_1998@npo.ru,2022-12-21,True,"с. Тарко-Сале, наб. Трактовая, д. 1/5 стр. 717, 515431",+7 503 993 4463
76d8b3cc-4050-4403-9001-000d9075c0cd,Арефий,Давыдов,leonid28@rao.info,2022-11-29,True,"ст. Учалы, пр. Февральский, д. 1, 083762",8 364 240 08 15
97e24b1d-cf20-4a9b-bf5a-11b60d4ffbf3,Нонна,Воронцов,lazar1997@ip.net,2022-04-13,True,"п. Губкин, бул. Железнодорожный, д. 5 к. 57, 020047",+78789945054
e9161f69-0e0e-4d96-9a1a-baed7d5bb527,Измаил,Симонова,kolobovpanfil@hotmail.com,2023-09-17,True,"с. Мураши, пр. Пионерский, д. 8/6 к. 2, 159083",+7 877 890 9329
985ae42a-c88f-442b-8823-bd712bbcb5f8,Самуил,Данилов,ckrjukova@hotmail.com,2022-05-27,False,"к. Прохладный, ул. Высоковольтная, д. 35, 198471",83231965465
dd160b53-dafe-44c9-9412-2eabe6076870,Анастасия,Петухова,solomonvorobev@oao.edu,2025-02-26,True,"д. Пенза, бул. Станиславского, д. 9/4, 848873",8 421 775 1473
3edcd9f9-15be-4e92-919a-14f4a5b514ac,Евгений,Иванов,savinzahar@npo.edu,2023-01-14,True,"д. Долинск, ул. Железнодорожная, д. 6 стр. 70, 550937",89425805109
cf658e1a-3378-4ad6-885d-2f8a8fb21162,Тимофей,Смирнов,savinsidor@yandex.ru,2024-07-03,True,"д. Александров, ш. Ильича, д. 5/3 к. 9, 504469",+7 (488) 785-00-68
8abe0188-57fa-46aa-a347-0ce6c932fa3c,Силантий,Белоусова,bobilevdavid@lebedeva.org,2021-05-02,False,"д. Кулунда, пр. Высоковольтный, д. 9 стр. 7, 143802",8 (733) 149-5308
1c5e697f-c649-4d19-98e3-35a9c4a09256,Савелий,Жданова,visheslav02@rao.org,2024-05-31,True,"к. Южно-Сахалинск, ул. Боровая, д. 3/8 стр. 2/6, 436220",+74254659146
9aea5f4d-31e3-4440-9e00-fa0d98403f19,Вера,Юдина,ratmir_63@karpova.biz,2024-07-25,True,"к. Поронайск, бул. Серова, д. 9 к. 5/2, 964901",+7 378 386 2981
3c58dea3-07e9-4432-aca7-1a1612d96b93,Мина,Дементьев,vatslav_98@hotmail.com,2023-07-31,True,"с. Устюжна, бул. Димитрова, д. 9/8, 612901",+7 (465) 366-5135
0adb2f95-1650-4c16-9ae1-1a8c8bb9516f,Ферапонт,Гущина,klavditurov@ao.info,2020-10-25,True,"клх Шумиха, ул. Покровская, д. 542, 363686",+7 (786) 101-77-92
83ef8b12-17ad-4145-ad3a-29cdd426d085,Юрий,Белов,mina50@hotmail.com,2023-04-24,True,"г. Шарья, пер. Есенина, д. 91 к. 509, 561174",8 (521) 754-5766
43e0929f-4f68-4f17-85c0-9814f3583f4c,Чеслав,Зыков,belovsolomon@rambler.ru,2020-08-01,False,"клх Москва, ш. Хвойное, д. 996 стр. 33, 276411",8 380 290 5699
decdb5a5-a243-420f-aeb2-14153b9dead9,Кузьма,Миронова,silvestr_2018@kupishuz.org,2022-11-23,True,"ст. Кропоткин (Краснод.), бул. Союзный, д. 3 стр. 6, 308307",8 (365) 049-39-37
065e70c4-c805-4c92-a0e6-fb90d78ca338,Василий,Пономарева,evfrosinija1997@metallservis.org,2023-04-19,True,"с. Тула, бул. Труда, д. 227 стр. 5, 101742",+7 576 214 19 08
54aa4dc9-d674-48b0-936f-02e0ffca4a60,Антонина,Авдеева,kolobovalarisa@ip.net,2022-01-20,False,"д. Тура, пр. Верхний, д. 6/5 стр. 2/4, 443388",87055482935
a13aff1f-cf90-4f16-9d57-737749628e29,Прасковья,Маслова,ermakovalora@zao.info,2024-04-03,True,"клх Тамбей, наб. Революционная, д. 13 к. 7, 960869",8 (862) 214-0327
a87b90dd-8d6d-4d45-95df-969a7fb7a5a6,Эммануил,Белоусов,martinovostromir@npo.biz,2022-06-06,True,"д. Вуктыл, пр. Флотский, д. 17 к. 709, 059673",8 613 045 67 37
3a6426ea-58e4-41b9-a78c-f57528931c38,Пелагея,Маркова,nikanor_89@rambler.ru,2021-12-19,False,"г. Липецк, ш. Панфилова, д. 23 стр. 31, 978496",+7 474 236 1351
47f42d73-5c76-47e0-aee3-da14be652162,Андрон,Ефимов,nikodim38@arktikgaz.edu,2023-09-07,False,"с. Пушкинские Горы, наб. Толбухина, д. 66 стр. 167, 540825",+70404211223
acc1b15a-c813-42f0-852a-06947b75a5a8,Алла,Панфилов,andreevgleb@yahoo.com,2023-01-02,True,"с. Соболево, пер. Юбилейный, д. 4/8 стр. 767, 079140",8 (509) 798-56-32
f416593f-fd59-4c1d-9fc5-0517e88e3d4d,Амос,Меркушев,andronik2024@translom.ru,2020-07-27,True,"с. Великий Устюг, ул. Ветеранов, д. 4/6, 816475",8 (381) 406-9532
9d1dc603-1859-4296-b875-56ef892e9c2c,Полина,Щукин,seliverstovdobromisl@hotmail.com,2022-12-19,False,"клх Касимов, ш. Линейное, д. 2/5 к. 2, 856753",+7 (188) 014-35-36
1d7acb32-6579-41f6-80c3-78880adcf749,Демид,Артемьев,radislav_75@mail.ru,2021-10-25,True,"клх Макушино, алл. Гаражная, д. 5 стр. 72, 701692",8 896 072 1555
217f5b6c-a97b-4f8c-ba24-1c1379f6e41f,Богдан,Прохоров,sobolevanatalja@ao.biz,2021-05-03,False,"г. Бреды, наб. Победа, д. 4 к. 1, 180229",+7 457 810 5947
98ea003a-e7c5-4875-9ff2-698e5e783e37,Никандр,Туров,golubevepifan@rambler.ru,2024-06-21,False,"с. Белорецк, пр. Коммуны, д. 32 к. 6/8, 398954",+7 (514) 681-17-68
0764bdd1-3120-4606-99ef-6f971f98d6e3,Денис,Кабанов,vseslav_59@ooo.info,2023-12-21,False,"ст. Яр-Сале, наб. Кооперативная, д. 34 стр. 31, 275830",+7 (897) 996-99-11
a6583bfc-aa03-4864-b40f-ca192ce83f4e,Самсон,Козлова,simon38@yahoo.com,2023-09-25,True,"г. Подольск, пр. Пролетарский, д. 8, 211280",+7 296 333 7990
02f78a1b-a676-47de-adae-a9b5b1956288,Евлампий,Медведев,ljubomir_2008@adidas.edu,2023-03-22,True,"г. Нижний Тагил, ул. Марта 8, д. 943 к. 596, 190752",+71855483670
93de0729-a1eb-4d74-aab3-99fca494a2a6,Демид,Кузьмина,praskovja29@gk.com,2023-01-21,True,"г. Плес, пр. Тамбовский, д. 7/8 стр. 36, 488791",86742626102
0255bee0-3cae-45b0-abcc-9fee71e1316e,Константин,Зайцев,terenti2017@maslova.info,2021-07-18,True,"с. Урюпинск, пер. Гаражный, д. 152 к. 3/4, 211383",+7 (858) 154-6740
ad4f3da6-cbc5-45be-a3c0-ce6b7a955804,Владилен,Дьячкова,fedotovamilitsa@guseva.com,2023-07-16,True,"к. Агата, алл. Владимирская, д. 1/5, 416070",+7 572 461 4379
0c363fcc-61c7-4d42-a0a6-5d03ae2329a8,Эмилия,Никифорова,safonovarseni@rambler.ru,2021-05-04,True,"д. Слюдянка, алл. Подстанция, д. 366, 422218",8 096 297 63 71
e31bc4e5-371e-4ea3-8832-fc66ddcad4c4,Валерьян,Рожков,wnekrasov@hotmail.com,2022-11-21,True,"ст. Ессентуки, наб. Большевистская, д. 381 стр. 134, 927724",+71739365765
98685efe-8012-499a-b0de-36a75893e4e2,Христофор,Доронина,vladlenegorov@zao.ru,2020-12-10,True,"п. Плесецк, ш. Техническое, д. 99 стр. 7, 787834",+7 745 859 9836
1e5e0142-9ad3-4949-ba39-d82f0624ecb7,Платон,Дмитриев,naumovkir@naumov.ru,2021-03-11,True,"к. Находка, алл. Нефтяников, д. 83 стр. 8, 748420",8 831 790 33 60
106938fd-639c-4c2d-b4df-6ea04da608bd,Вера,Ершова,bojan_90@zao.com,2022-01-27,True,"к. Долинск, алл. Терешковой, д. 85 к. 39, 484070",+72994996013
83c8f142-2b02-4701-a83b-a69a90572ac3,Марк,Цветков,poljakovaagafja@hotmail.com,2020-09-15,False,"к. Ставрополь, пр. Горького, д. 35, 067558",+74762113437
95a28b42-cafb-4f44-ab5c-114ab7095440,Ираклий,Новикова,modestkulakov@novo-urengoskaja.com,2024-06-04,False,"клх Уварово, пер. Севастопольский, д. 1/5 к. 513, 622233",+7 313 243 4719
38d58edb-a464-4a2c-92f9-07fa8950acae,Влас,Сафонова,radislav_2000@grigoreva.org,2021-10-30,True,"п. Томск, бул. Брянский, д. 132 стр. 85, 136467",+7 139 646 07 53
e844997c-57f6-4727-9570-290314c8b6f1,Тихон,Блохин,esaveleva@rao.biz,2025-06-09,False,"ст. Надым, пер. Ударный, д. 8 стр. 70, 581160",+70134498546
cacd5ab8-a71d-46ad-8f9c-09229089fa45,Корнил,Герасимова,oktjabrina_1996@ooo.info,2021-03-28,True,"с. Нефтеюганск, алл. Приозерная, д. 7/7 стр. 341, 941318",+7 (160) 382-00-42
dff0233d-c4e7-4c36-8413-a0988178e8ad,Корнил,Исаев,samolovaviktorija@oao.com,2021-04-27,True,"клх Москва, наб. Светлая, д. 4 стр. 1/3, 564072",+7 (010) 757-28-06
0f8bff8d-c8ad-4e3e-b7c7-5ce75abd4673,Аникита,Юдина,ilarion_80@hotmail.com,2023-06-17,True,"к. Урус-Мартан, наб. Московская, д. 3 к. 6/8, 357865",+7 579 491 07 85
2c6e2794-db40-4429-a41d-cace6a4bf1dc,Артем,Ермаков,platon64@yandex.ru,2023-09-29,True,"п. Кабанск, бул. Маркса Карла, д. 47 стр. 1/4, 675721",8 439 640 2213
7b724186-9430-4a40-911b-0cf58b0894ab,Давыд,Мишин,frol_00@yahoo.com,2021-06-24,False,"к. Неплюевка, алл. Механизаторов, д. 3/5, 222500",82260026890
